Rk,Player,Tm,Age,Pos,Year,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
156,Charles Evans,MIN,29,FB,1996,16,6,25,22,88.00%,135,6.1,0,0,0,16,5.4,1.4,8.4,0,EvanCh00
157,Qadry Ismail,MIN,26,WR,1996,16,2,44,22,50.00%,351,16,3,19,45.5,54,8,1.4,21.9,2,IsmaQa00
158,Napoleon Kaufman,OAK,23,RB,1996,16,9,26,22,84.60%,143,6.5,1,7,38.5,19,5.5,1.4,8.9,3,KaufNa00
159,Lamont Warren,IND,23,RB,1996,13,3,34,22,64.70%,174,7.9,0,8,41.2,17,5.1,1.7,13.4,3,WarrLa00
160,Harvey Williams,OAK,29,RB,1996,13,5,29,22,75.90%,143,6.5,0,5,41.4,20,4.9,1.7,11,3,WillHa00
161,Karl Williams,TAM,25,WR,1996,16,0,45,22,48.90%,246,11.2,0,17,44.4,25,5.5,1.4,15.4,2,WillKa00
162,Troy Brown,NWE,25,WR,1996,16,0,27,21,77.80%,222,10.6,0,10,63,38,8.2,1.3,13.9,0,BrowTr00
163,Randal Hill,MIA,27,WR,1996,14,5,44,21,47.70%,409,19.5,4,14,43.2,61,9.3,1.5,29.2,1,HillRa00
164,Todd McNair,KAN,31,RB,1996,16,0,28,21,75.00%,181,8.6,1,12,53.6,29,6.5,1.3,11.3,0,McNaTo00
165,Bernie Parmalee,MIA,29,RB,1996,16,0,27,21,77.80%,189,9,0,9,44.4,17,7,1.3,11.8,1,ParmBe00
166,Roell Preston,ATL,24,WR,1996,15,2,31,21,67.70%,208,9.9,1,12,58.1,17,6.7,1.4,13.9,0,PresRo00
167,Mike Pritchard,SEA,27,WR,1996,16,5,63,21,33.30%,328,15.6,1,14,28.6,44,5.2,1.3,20.5,0,PritMi00
168,Steve Tasker,BUF,34,WR,1996,8,5,33,21,63.60%,372,17.7,3,13,60.6,62,11.3,2.6,46.5,3,TaskSt00
169,Tamarick Vanover,KAN,22,WR,1996,13,6,45,21,46.70%,241,11.5,1,13,35.6,24,5.4,1.6,18.5,1,VanoTa00
170,Ryan Wetnight,CHI,26,TE,1996,11,5,42,21,50.00%,223,10.6,1,11,35.7,38,5.3,1.9,20.3,0,WetnRy00
171,Marcus Dowdell,ARI,26,WR,1996,15,0,41,20,48.80%,318,15.9,2,19,48.8,64,7.8,1.3,21.2,6,DowdMa00
172,Haywood Jeffires,NOR,32,WR,1996,9,1,31,20,64.50%,215,10.8,3,12,54.8,27,6.9,2.2,23.9,1,JeffHa00
173,Jerris McPhail,MIA,24,RB,1996,9,1,29,20,69.00%,282,14.1,0,14,48.3,52,9.7,2.2,31.3,2,McPhJe00
174,Eric Moulds,BUF,23,WR,1996,16,5,37,20,54.10%,279,14,2,10,45.9,47,7.5,1.3,17.4,1,MoulEr00
175,Tony Cline,BUF,25,TE,1996,16,7,29,19,65.50%,117,6.2,1,11,37.9,15,4,1.2,7.3,0,ClinTo00
176,Alvin Harper,TAM,28,WR,1996,12,7,46,19,41.30%,289,15.2,1,12,39.1,40,6.3,1.6,24.1,1,HarpAl00
177,Andrew Jordan,MIN,24,TE,1996,13,9,31,19,61.30%,128,6.7,0,5,38.7,15,4.1,1.5,9.8,0,JordAn00
178,Deems May,SDG,27,TE,1996,16,12,30,19,63.30%,188,9.9,0,11,46.7,39,6.3,1.2,11.8,0,MayxDe00
179,Mark Seay,PHI,29,WR,1996,16,0,36,19,52.80%,260,13.7,0,11,47.2,35,7.2,1.2,16.3,2,SeayMa00
180,Aaron Bailey,IND,25,WR,1996,14,2,36,18,50.00%,302,16.8,0,11,38.9,40,8.4,1.3,21.6,3,BailAa00
181,Lawrence Dawsey,NYG,29,WR,1996,16,4,43,18,41.90%,233,12.9,0,11,39.5,28,5.4,1.1,14.6,0,DawsLa00
182,Jerry Ellison,TAM,25,RB,1996,16,2,25,18,72.00%,208,11.6,0,9,44,42,8.3,1.1,13,2,ElliJe00
183,Christian Fauria,SEA,25,TE,1996,10,9,30,18,60.00%,214,11.9,1,13,53.3,23,7.1,1.8,21.4,0,FaurCh00
184,Earnest Hunter,2TM,26,RB,1996,11,0,23,18,78.30%,163,9.1,0,0,0,25,7.1,1.6,14.8,4,HuntEa00
185,Reggie Johnson,KAN,28,TE,1996,11,3,33,18,54.50%,189,10.5,1,11,39.4,26,5.7,1.6,17.2,0,JohnRe00
186,Terry Mickens,GNB,25,WR,1996,8,5,32,18,56.30%,161,8.9,2,9,53.1,19,5,2.3,20.1,1,MickTe00
187,Brian Stablein,IND,26,WR,1996,16,0,35,18,51.40%,192,10.7,1,11,42.9,30,5.5,1.1,12,0,StabBr00
188,J.J. Stokes,SFO,24,WR,1996,6,6,39,18,46.20%,249,13.8,0,0,0,40,6.4,3,41.5,0,StokJ.00
189,Bill Brooks,WAS,32,WR,1996,16,2,32,17,53.10%,224,13.2,0,14,46.9,31,7,1.1,14,0,BrooBi00
190,Derek Brown,JAX,26,TE,1996,16,14,28,17,60.70%,141,8.3,0,10,50,16,5,1.1,8.8,0,BrowDe00
191,Danan Hughes,KAN,26,WR,1996,15,2,33,17,51.50%,167,9.8,1,11,45.5,26,5.1,1.1,11.1,0,HughDa00
192,Pete Metzelaars,DET,36,TE,1996,15,11,25,17,68.00%,146,8.6,0,7,52,20,5.8,1.1,9.7,0,MetzPe00
193,Adrian Murrell,NYJ,26,RB,1996,16,16,36,17,47.20%,81,4.8,1,3,22.2,30,2.3,1.1,5.1,6,MurrAd00
194,Erric Pegram,PIT,27,RB,1996,12,4,27,17,63.00%,112,6.6,0,9,44.4,14,4.1,1.4,9.3,1,PegrEr00
