Rk,Player,Tm,Age,Pos,Year,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
65,Fred Taylor,JAX,22,RB,1998,15,12,53,44,83.00%,421,9.6,3,13,41.5,78,7.9,2.9,28.1,3,TaylFr00
66,Michael Westbrook,WAS,26,WR,1998,11,10,90,44,48.90%,736,16.7,6,33,46.7,75,8.2,4,66.9,0,WestMi00
67,Jackie Harris,TEN,30,TE,1998,16,16,55,43,78.20%,412,9.6,2,22,56.4,32,7.5,2.7,25.8,0,HarrJa00
68,Priest Holmes,BAL,25,RB,1998,16,13,62,43,69.40%,260,6,0,10,29,25,4.2,2.7,16.3,3,HolmPr00
69,Curtis Martin*,NYJ,25,RB,1998,15,15,57,43,75.40%,365,8.5,1,17,50.9,23,6.4,2.9,24.3,5,MartCu00
70,Leslie Shepherd,WAS,29,WR,1998,16,16,114,43,37.70%,712,16.6,8,40,37.7,43,6.2,2.7,44.5,0,ShepLe00
71,Bryan Still,SDG,24,WR,1998,14,9,79,43,54.40%,605,14.1,2,31,44.3,67,7.7,3.1,43.2,0,StilBr00
72,Lamar Thomas,MIA,28,WR,1998,16,2,67,43,64.20%,603,14,5,32,56.7,56,9,2.7,37.7,0,ThomLa00
73,Tiki Barber,NYG,23,RB,1998,16,4,59,42,71.20%,348,8.3,3,13,37.3,87,5.9,2.6,21.8,1,BarbTi00
74,Bert Emanuel,TAM,28,WR,1998,11,11,97,41,42.30%,636,15.5,2,31,37.1,62,6.6,3.7,57.8,0,EmanBe00
75,Jermaine Lewis*+,BAL,24,WR,1998,13,13,76,41,53.90%,784,19.1,6,24,46.1,73,10.3,3.2,60.3,3,LewiJe00
76,Andre Rison,KAN,31,WR,1998,14,13,92,40,43.50%,542,13.6,5,22,34.8,80,5.9,2.9,38.7,1,RisoAn00
77,Billy Davis,DAL,26,WR,1998,16,11,77,39,50.60%,691,17.7,3,28,49.4,80,9,2.4,43.2,1,DaviBi00
78,Garrison Hearst*,SFO,27,RB,1998,16,16,56,39,69.60%,535,13.7,2,14,39.3,81,9.6,2.4,33.4,4,HearGa00
79,Michael Jackson,BAL,29,WR,1998,13,12,76,38,50.00%,477,12.6,0,25,39.5,53,6.3,2.9,36.7,1,JackMi00
80,Pete Mitchell,JAX,27,TE,1998,16,16,63,38,60.30%,363,9.6,2,19,46,38,5.8,2.4,22.7,0,MitcPe00
81,Yancey Thigpen,TEN,29,WR,1998,9,8,83,38,45.80%,493,13,3,20,43.4,55,5.9,4.2,54.8,0,ThigYa00
82,Stephen Alexander,WAS,23,TE,1998,15,5,58,37,63.80%,383,10.4,4,23,50,33,6.6,2.5,25.5,2,AlexSt00
83,Christian Fauria,SEA,27,TE,1998,16,15,44,37,84.10%,377,10.2,2,16,61.4,25,8.6,2.3,23.6,1,FaurCh00
84,Eddie George*,TEN,25,RB,1998,16,16,49,37,75.50%,310,8.4,1,17,49,29,6.3,2.3,19.4,7,GeorEd00
85,William Henderson,GNB,27,FB,1998,16,10,49,37,75.50%,241,6.5,1,13,51,15,4.9,2.3,15.1,1,HendWi00
86,Barry Sanders*,DET,30,RB,1998,16,16,57,37,64.90%,289,7.8,0,10,31.6,44,5.1,2.3,18.1,3,SandBa00
87,Rickey Dudley,OAK,26,TE,1998,16,15,77,36,46.80%,549,15.3,5,27,42.9,32,7.1,2.3,34.3,1,DudlRi00
88,Robert Edwards,NWE,24,RB,1998,16,15,52,35,67.30%,331,9.5,3,13,40.4,46,6.4,2.2,20.7,5,EdwaRo00
89,Andrew Glover,MIN,31,TE,1998,16,12,59,35,59.30%,522,14.9,5,26,54.2,36,8.8,2.2,32.6,0,GlovAn00
90,Andre Hastings,NOR,28,WR,1998,16,12,87,35,40.20%,455,13,3,23,36.8,89,5.2,2.2,28.4,0,HastAn00
91,June Henley,STL,23,RB,1998,11,3,45,35,77.80%,252,7.2,0,8,31.1,43,5.6,3.2,22.9,1,HenlJu00
92,Eric Green,BAL,31,TE,1998,12,12,58,34,58.60%,422,12.4,1,19,53.4,56,7.3,2.8,35.2,4,GreeEr00
93,Shawn Jefferson,NWE,29,WR,1998,16,16,79,34,43.00%,771,22.7,2,30,39.2,61,9.8,2.1,48.2,0,JeffSh00
94,Jake Reed,MIN,31,WR,1998,11,11,68,34,50.00%,474,13.9,4,21,44.1,56,7,3.1,43.1,0,ReedJa00
95,Kevin Turner,PHI,29,FB,1998,16,15,59,34,57.60%,232,6.8,0,15,39,18,3.9,2.1,14.5,1,TurnKe00
96,Aaron Craver,NOR,30,FB,1998,16,10,47,33,70.20%,214,6.5,2,9,38.3,49,4.6,2.1,13.4,2,CravAa00
97,Will Blackwell,PIT,23,WR,1998,16,1,55,32,58.20%,297,9.3,1,16,43.6,24,5.4,2,18.6,1,BlacWi00
98,Isaac Bruce,STL,26,WR,1998,5,5,48,32,66.70%,457,14.3,1,20,62.5,80,9.5,6.4,91.4,0,BrucIs00
99,Willie Davis,TEN,31,WR,1998,13,10,58,32,55.20%,461,14.4,3,23,48.3,38,7.9,2.5,35.5,0,DaviWi00
100,Floyd Turner,BAL,32,WR,1998,16,3,57,32,56.10%,512,16,5,26,52.6,66,9,2,32,0,TurnFl00
101,Robert Brooks,GNB,28,WR,1998,12,12,62,31,50.00%,420,13.5,3,26,46.8,30,6.8,2.6,35,0,BrooRo00
102,Ken Dilger,IND,27,TE,1998,16,16,48,31,64.60%,303,9.8,1,16,41.7,27,6.3,1.9,18.9,0,DilgKe00
103,Eric Metcalf,ARI,30,RB,1998,16,3,49,31,63.30%,324,10.5,0,18,51,29,6.6,1.9,20.3,5,MetcEr00
104,Chris Penn,CHI,27,WR,1998,14,1,62,31,50.00%,448,14.5,3,24,48.4,37,7.2,2.2,32,1,PennCh00
105,Bill Schroeder,GNB,27,WR,1998,13,3,48,31,64.60%,452,14.6,1,21,62.5,46,9.4,2.4,34.8,1,SchrBi00
106,Charles Way,NYG,26,FB,1998,16,15,40,31,77.50%,131,4.2,1,5,25,16,3.3,1.9,8.2,0,WayxCh00
107,Kyle Brady,NYJ,26,TE,1998,16,15,50,30,60.00%,315,10.5,5,15,52,35,6.3,1.9,19.7,1,BradKy00
108,Troy Drayton,MIA,28,TE,1998,15,15,49,30,61.20%,334,11.1,3,17,53.1,35,6.8,2,22.3,0,DrayTr00
109,Terrell Fletcher,SDG,25,RB,1998,12,5,43,30,69.80%,188,6.3,0,10,39.5,22,4.4,2.5,15.7,1,FletTe00
110,Derrick Mayes,GNB,24,WR,1998,10,6,51,30,58.80%,394,13.1,3,20,47.1,33,7.7,3,39.4,1,MayeDe00
111,Roosevelt Potts,BAL,27,FB,1998,16,15,38,30,78.90%,168,5.6,2,6,36.8,18,4.4,1.9,10.5,4,PottRo00
112,Mikhael Ricks,SDG,24,WR,1998,16,9,85,30,35.30%,450,15,2,21,32.9,39,5.3,1.9,28.1,1,RickMi00
113,Jon Ritchie,OAK,24,FB,1998,15,10,47,29,61.70%,225,7.8,0,7,42.6,31,4.8,1.9,15,2,RitcJo00
114,Kevin Williams,BUF,27,WR,1998,16,0,61,29,47.50%,392,13.5,1,18,36.1,55,6.4,1.8,24.5,3,WillKe00
115,Jamie Asher,WAS,26,TE,1998,9,7,48,28,58.30%,294,10.5,0,15,41.7,28,6.1,3.1,32.7,0,AsheJa00
116,Edgar Bennett,CHI,29,RB,1998,16,13,44,28,63.60%,209,7.5,0,7,36.4,31,4.8,1.8,13.1,2,BennEd00
117,Albert Connell,WAS,24,WR,1998,14,5,54,28,51.90%,451,16.1,2,19,42.6,61,8.4,2,32.2,0,ConnAl00
118,Corey Dillon,CIN,24,RB,1998,15,15,44,28,63.60%,178,6.4,1,4,31.8,41,4,1.9,11.9,2,DillCo00
119,Ernie Mills,DAL,30,WR,1998,11,1,41,28,68.30%,479,17.1,4,21,53.7,43,11.7,2.5,43.5,0,MillEr00
120,Robert Smith*,MIN,26,RB,1998,14,14,35,28,80.00%,291,10.4,2,12,57.1,67,8.3,2,20.8,1,SmitRo00
121,Jamal Anderson*+,ATL,26,RB,1998,16,16,46,27,58.70%,319,11.8,2,13,45.7,27,6.9,1.7,19.9,5,AndeJa00
122,Eric Bieniemy,CIN,29,RB,1998,16,0,35,27,77.10%,153,5.7,0,6,42.9,15,4.4,1.7,9.6,1,BienEr00
123,Anthony Johnson,CAR,31,RB,1998,16,2,35,27,77.10%,242,9,1,11,48.6,38,6.9,1.7,15.1,3,JohnAn00
124,Dorsey Levens,GNB,28,RB,1998,7,4,30,27,90.00%,162,6,0,7,53.3,17,5.4,3.9,23.1,0,LeveDo00
125,O.J. Santiago,ATL,24,TE,1998,16,16,42,27,64.30%,428,15.9,5,19,57.1,62,10.2,1.7,26.8,1,SantO.00
126,Emmitt Smith*,DAL,29,RB,1998,16,16,32,27,84.40%,175,6.5,2,8,62.5,24,5.5,1.7,10.9,3,SmitEm00
127,Amani Toomer,NYG,24,WR,1998,16,0,53,27,50.90%,360,13.3,5,20,37.7,37,6.8,1.7,22.5,0,ToomAm00
128,Keith Byars,NYJ,35,FB,1998,13,8,40,26,65.00%,258,9.9,3,15,45,29,6.5,2,19.8,0,ByarKe00
129,Johnny McWilliams,ARI,26,TE,1998,16,15,33,26,78.80%,284,10.9,4,18,72.7,26,8.6,1.6,17.8,0,McWiJo00
130,Brian Milne,CIN,25,FB,1998,14,14,39,26,66.70%,124,4.8,0,5,28.2,18,3.2,1.9,8.9,0,MilnBr00
131,Thurman Thomas,BUF,32,RB,1998,14,3,32,26,81.30%,220,8.5,1,10,53.1,26,6.9,1.9,15.7,0,ThomTh00
132,Harvey Williams,OAK,31,RB,1998,16,3,39,26,66.70%,173,6.7,0,6,33.3,15,4.4,1.6,10.8,3,WillHa00
133,Germane Crowell,DET,22,WR,1998,14,2,48,25,52.10%,464,18.6,3,15,43.8,68,9.7,1.8,33.1,1,CrowGe00
134,Terrell Davis*+,DEN,26,RB,1998,16,16,38,25,65.80%,217,8.7,2,12,47.4,35,5.7,1.6,13.6,2,DaviTe00
135,Ty Hallock,CHI,27,FB,1998,16,10,35,25,71.40%,166,6.6,0,8,45.7,16,4.7,1.6,10.4,3,HallTy00
136,Napoleon Kaufman,OAK,25,RB,1998,13,13,36,25,69.40%,191,7.6,0,6,50,39,5.3,1.9,14.7,2,KaufNa00
137,Derrick Mason,TEN,24,WR,1998,16,0,44,25,56.80%,333,13.3,3,19,47.7,47,7.6,1.6,20.8,1,MasoDe00
138,Ed Perry,MIA,24,TE,1998,14,5,38,25,65.80%,255,10.2,0,13,42.1,46,6.7,1.8,18.2,0,PerrEd00
139,Jay Riemersma,BUF,25,TE,1998,16,3,33,25,75.80%,288,11.5,6,16,57.6,28,8.7,1.6,18,0,RiemJa00
140,Irv Smith,SFO,27,TE,1998,16,8,41,25,61.00%,266,10.6,5,18,53.7,25,6.5,1.6,16.6,0,SmitIr00
141,Dedric Ward,NYJ,24,WR,1998,16,4,59,25,42.40%,477,19.1,4,22,37.3,71,8.1,1.6,29.8,0,WardDe00
142,William Floyd,CAR,26,FB,1998,16,13,37,24,64.90%,123,5.1,1,6,32.4,20,3.3,1.5,7.7,1,FloyWi00
143,Terry Mickens,OAK,27,WR,1998,16,2,47,24,51.10%,346,14.4,1,15,36.2,32,7.4,1.5,21.6,0,MickTe00
144,Dave Moore,TAM,29,TE,1998,16,16,40,24,60.00%,255,10.6,4,13,50,44,6.4,1.5,15.9,1,MoorDa00
145,Marcus Pollard,IND,26,TE,1998,16,11,40,24,60.00%,309,12.9,4,17,52.5,44,7.7,1.5,19.3,0,PollMa00
146,Keith Poole,NOR,24,WR,1998,15,4,51,24,47.10%,509,21.2,2,20,43.1,82,10,1.6,33.9,0,PoolKe00
147,Lamar Smith,NOR,28,RB,1998,14,9,36,24,66.70%,249,10.4,2,12,41.7,35,6.9,1.7,17.8,4,SmitLa00
148,Troy Brown,NWE,27,WR,1998,10,0,35,23,65.70%,346,15,1,14,54.3,52,9.9,2.3,34.6,0,BrowTr00
149,Tony Simmons,NWE,24,WR,1998,11,6,55,23,41.80%,474,20.6,3,17,36.4,63,8.6,2.1,43.1,0,SimmTo00
150,Ryan Wetnight,CHI,28,TE,1998,15,4,32,23,71.90%,168,7.3,2,8,34.4,30,5.3,1.5,11.2,1,WetnRy00
151,Mike Alstott*+,TAM,25,FB,1998,16,16,30,22,73.30%,152,6.9,1,7,36.7,26,5.1,1.4,9.5,5,AlstMi00
152,Marc Edwards,SFO,24,FB,1998,16,10,32,22,68.80%,218,9.9,2,10,46.9,47,6.8,1.4,13.6,0,EdwaMa00
153,Chris Gedney,ARI,28,TE,1998,16,3,32,22,68.80%,271,12.3,1,13,53.1,32,8.5,1.4,16.9,1,GednCh00
154,Leroy Hoard,MIN,30,RB,1998,16,1,26,22,84.60%,198,9,1,9,57.7,24,7.6,1.4,12.4,1,HoarLe00
155,Tony McGee,CIN,27,TE,1998,16,16,32,22,68.80%,363,16.5,1,17,65.6,40,11.3,1.4,22.7,0,McGeTo00
156,Karim Abdul-Jabbar,MIA,24,RB,1998,15,15,31,21,67.70%,102,4.9,0,3,35.5,18,3.3,1.4,6.8,2,AbduKa00
157,Stephen Davis,WAS,24,FB,1998,16,12,31,21,67.70%,263,12.5,2,13,51.6,30,8.5,1.3,16.4,0,DaviSt00
158,Kevin Dyson,TEN,23,WR,1998,13,9,48,21,43.80%,263,12.5,2,12,39.6,45,5.5,1.6,20.2,0,DysoKe00
159,Alonzo Mayes,CHI,23,TE,1998,16,16,36,21,58.30%,217,10.3,0,9,44.4,22,6,1.3,13.6,2,MayeAl00
160,James McKnight,SEA,26,WR,1998,14,3,50,21,42.00%,346,16.5,2,16,42,59,6.9,1.5,24.7,0,McKnJa00
161,Bernie Parmalee,MIA,31,RB,1998,15,0,25,21,84.00%,221,10.5,0,9,56,23,8.8,1.4,14.7,2,ParmBe00
162,Freddie Solomon,PHI,26,WR,1998,16,1,48,21,43.80%,193,9.2,1,13,37.5,20,4,1.3,12.1,0,SoloFr00
163,Karl Williams,TAM,27,WR,1998,13,6,46,21,45.70%,252,12,1,12,45.7,29,5.5,1.6,19.4,0,WillKa00
164,Russell Copeland,2TM,27,WR,1998,14,1,44,20,45.50%,232,11.6,0,0,0,20,5.3,1.4,16.6,1,CopeRu00
165,Az-Zahir Hakim,STL,21,WR,1998,9,4,45,20,44.40%,247,12.4,1,15,44.4,22,5.5,2.2,27.4,1,HakiAz00
166,Darick Holmes,2TM,27,RB,1998,14,4,24,20,83.30%,188,9.4,0,0,0,24,7.8,1.4,13.4,1,HolmDa00
167,David LaFleur,DAL,24,TE,1998,13,13,30,20,66.70%,176,8.8,2,11,60,24,5.9,1.5,13.5,1,LaFlDa00
168,J.T. Thomas,STL,27,WR,1998,16,0,47,20,42.60%,287,14.4,0,13,38.3,42,6.1,1.3,17.9,0,ThomJ.00
169,Mark Bruener,PIT,26,TE,1998,16,16,33,19,57.60%,157,8.3,2,7,54.5,20,4.8,1.2,9.8,0,BrueMa00
170,Mark Carrier,CAR,33,WR,1998,16,1,51,19,37.30%,301,15.8,2,13,31.4,42,5.9,1.2,18.8,0,CarrMa00
171,Bob Christian,ATL,30,FB,1998,14,11,28,19,67.90%,214,11.3,1,12,57.1,39,7.6,1.4,15.3,1,ChriBo00
172,Quinn Early,BUF,33,WR,1998,16,2,32,19,59.40%,217,11.4,1,8,43.8,37,6.8,1.2,13.6,0,EarlQu00
173,Charlie Garner,PHI,26,RB,1998,10,3,25,19,76.00%,110,5.8,0,5,36,21,4.4,1.9,11,1,GarnCh00
174,Sam Gash*,BUF,29,FB,1998,16,13,21,19,90.50%,165,8.7,3,12,76.2,20,7.9,1.2,10.3,0,GashSa00
175,Damon Gibson,CIN,23,WR,1998,16,0,27,19,70.40%,258,13.6,3,12,51.9,76,9.6,1.2,16.1,3,GibsDa00
176,Kevin Lockett,KAN,24,WR,1998,13,3,33,19,57.60%,281,14.8,0,16,54.5,38,8.5,1.5,21.6,2,LockKe00
177,Tony Carter,NWE,26,FB,1998,11,7,25,18,72.00%,166,9.2,0,7,48,49,6.6,1.6,15.1,0,CartTo00
178,Tyrone Davis,GNB,26,TE,1998,13,1,29,18,62.10%,250,13.9,7,12,55.2,60,8.6,1.4,19.2,1,DaviTy00
179,Jason Dunn,PHI,25,TE,1998,10,10,30,18,60.00%,132,7.3,0,6,46.7,21,4.4,1.8,13.2,1,DunnJa00
180,Patrick Jeffers,DAL,25,WR,1998,8,1,34,18,52.90%,330,18.3,2,12,44.1,67,9.7,2.3,41.3,0,JeffPa00
181,Daryl Johnston,DAL,32,FB,1998,16,13,23,18,78.30%,60,3.3,1,2,30.4,9,2.6,1.1,3.8,0,JohnDa00
182,Adrian Murrell,ARI,28,RB,1998,15,14,27,18,66.70%,169,9.4,2,7,44.4,30,6.3,1.2,11.3,6,MurrAd00
183,David Palmer,MIN,26,WR,1998,16,0,23,18,78.30%,185,10.3,0,15,65.2,33,8,1.1,11.6,2,PalmDa00
184,Terry Allen,WAS,30,RB,1998,10,10,22,17,77.30%,128,7.5,0,6,45.5,17,5.8,1.7,12.8,4,AlleTe00
185,Eddie Kennison,STL,25,WR,1998,16,13,51,17,33.30%,234,13.8,1,14,33.3,45,4.6,1.1,14.6,4,KennEd00
186,Stanley Pritchett,MIA,25,FB,1998,16,12,30,17,56.70%,97,5.7,0,2,26.7,24,3.2,1.1,6.1,0,PritSt00
187,Donnell Bennett,KAN,26,RB,1998,16,10,20,16,80.00%,91,5.7,1,6,45,14,4.6,1,5.7,4,BennDo00
188,Jerome Bettis,PIT,26,RB,1998,15,15,23,16,69.60%,90,5.6,0,2,43.5,26,3.9,1.1,6,2,BettJe00
189,Troy Davis,NOR,23,RB,1998,14,2,21,16,76.20%,99,6.2,0,3,38.1,19,4.7,1.1,7.1,1,DaviTr00
190,Willie Green,DEN,32,WR,1998,15,1,25,16,64.00%,194,12.1,1,8,40,50,7.8,1.1,12.9,0,GreeWi00
191,Terry Kirby,SFO,28,RB,1998,9,0,19,16,84.20%,134,8.4,0,7,47.4,25,7.1,1.8,14.9,0,KirbTe00
192,Natrone Means,SDG,26,RB,1998,10,10,22,16,72.70%,91,5.7,0,3,22.7,22,4.1,1.6,9.1,2,MeanNa00
193,Ryan Thelwell,SDG,25,WR,1998,6,3,37,16,43.20%,268,16.8,1,13,40.5,55,7.2,2.7,44.7,0,ThelRy00
